Model,n_terms,BIC_optimal_dim,LOO_dim,LOO_R2,LOO_RMSE,LOO_MAE,LOBO_R2,Train_R2,k_eff,AIC,AICc,BIC,Equation,BIC_landscape
SISSO_v2 (dim=3),3,4,3,0.6042287083512816,51.028086547841454,32.42935753863788,0.35040548061227317,0.7217586811712263,4,706.6536359786292,707.1081814331747,716.7840339512422, + 15071.4301592482*(EN_var/Omega)   + 53.6559566020*(VEC_mean-ln_d)   + 38250.0406975894*(r_delta/r_range)  -142.20408977443617,"{1: 742.5, 2: 721.1, 3: 716.8, 4: 714.7}"
