model,n_features_in,n_pcs,cum_var,R2_5fold,RMSE_5fold,R2_LOO,RMSE_LOO,R2_LOBO,RMSE_LOBO
PCA-OLS (curated Wen + SD_grain),11,6,0.8786071032771554,0.5246116245131116,55.92569865463789,0.5158631202084728,56.437948999259724,0.4413735026797495,60.62446306352349
