vif_max,cond_number,mc_k_ci,mc_k_shift_pct,partial_r_V_YS,partial_p_V_YS,raw_r_V_YS,attenuation_pct,n_subsets,subset_k_range,n_multi_gs,boot_se_ratio_range
16.768447587760978,87.93478401120868,"(np.float64(136.42210917974293), np.float64(736.2792175324911))",39.04259556924661,0.5889387623308865,5.319641822128234e-10,0.6412444470046441,8.15690255378988,7,"(np.float64(299.27255888511615), np.float64(1388.4527704387338))",9,"(np.float64(0.991630614945029), np.float64(1.5424136737541472))"
